The Groovement;
Turkuaz;funk
Eminence Ensemble;Soundtrack
Goodbye June;indie
The SteelDrivers;bluegrass
Little Big Town;country
Gil Gann;
Libby Koch;seen live
Chuck Hawthorne;
Confederate Railroad;country
Ladyhawke;electronic
Stop Light Observations;indie
All Them Witches;Stoner Rock
Diane Marino;jazz
Kyshona Armstrong;
Shannon LaBrie;pop
John Sutton Band;blues rock
Dave Isaacs;americana
Jamie Higdon;
The Dexateens;Southern Rock
Leroy Powell;blues
Gil Gann;
Steve'N'Seagulls;finnish
The SteelDrivers;bluegrass
Little Big Town;country
Libby Koch;seen live
Chuck Hawthorne;
on point;hardcore
Expire;hardcore
Homewrecker;hardcore
Hail The Sun;post-hardcore
Dayseeker;post-hardcore
Silent Planet;metalcore
Ghost Key;melodic hardcore
Manila Killa;mashup
Louis The Child;electronic
Arizona;indie
Kevin Garrett;electronic
Beth Garner;blues
Brett K Smith;
Dashboard Confessional;emo
Trevor Finlay;
The SteelDrivers;bluegrass
Jamie Higdon;
LaTresa & The Signal;
Jake Miller;rap
Spencer Sutherland;pop
Soul Radics;ska
Save Ferris;ska
Baby Baby;Afro-Punk
Daya;pop
Trevor Finlay;
Brett K Smith;
Trevor Finlay;
This Frontier Needs Heroes;folk
AJR;indie pop
Hailey Knox;pop
Jesse Daniel Edwards;
Dashboard Confessional;emo
Beth Garner;blues
Sting;rock
Joe Sumner;
The Last Bandoleros;seen live
Heidi Burson;
Les Kerr;All
LÉON;
Jacob Banks;soul
Cash'd Out;seen live
Khruangbin;seen live
The Shacks;indie
Altan;celtic
Eric Taylor;folk
The Mikey Needleman Band;
Hairball;seen live
¡MAYDAY!;
Common Kings;reggae
Randy Rogers Band;country
Immolation ;death metal
Full of Hell;hardcore
Ben Miller Band;bluegrass
Milemarker;post-hardcore
The Cured ;
Strangelove;britpop
Selwyn Birchwood;blues
Valerie June;folk
Oh Pep!;folk
The Sluts;punk
Black Tiger Sex Machine;electro
Dabin;dubstep
Kai Wachi;trap
Dada;rock
7Horse;rock
Darkest Hour;metalcore
Rotten Sound;grindcore
Rivers of Nihil;Technical Death Metal
Ringworm;hardcore
Every Time I Die;hardcore
Harm's Way;hardcore
Eternal Sleep;hardcore
Knocked Loose;hardcore
Nine Pound Shadow;unsigned
Electric Guest;indie pop
Dropkick Murphys;punk
The Interrupters;ska
Blood or Whiskey;irish
Daya;pop
The Japanese House;seen live
Pigeons Playing Ping Pong;funk
MONTU;Norman Music Festival
Bob Walkenhorst;folk
The Tambourine Club;Kansas City
Ne-Hi;indie
Lee Brice;country
Justin Moore;country
William Michael Morgan;country
Davina & The Vagabonds;
Crosseyed Cat;
The Cadillac Three;USA
Will Matthews;
Dead Horse Trauma;Nu Metal
Dirt;anarcho-punk
Fireside Collective;
Lee Fields & The Expressions;soul
Big Gigantic;electronic
Hotel Garuda;electronic
JoJo;pop
Elephante;Rock en Espanol
The Mikey Needleman Band;
Brantley Gilbert;country
Luke Combs;country
Tucker Beathard;
G Jones;trap
Cyrus Chestnut ;
ILLENIUM;electronic
Art Garfunkel  ;
The Mikey Needleman Band;
California Voodoo;
Jonathan Richman;indie
Govinda;chillout
Vince Staples;Hip-Hop
Kilo Kish;Hip-Hop
Voodoo Glow Skulls;ska
Cattle Decapitation;grindcore
Goatwhore;black metal
Whitechapel;deathcore
Allegaeon;Melodic Death Metal
Necromancing The Stone;heavy metal
Valkyrja;black metal
Jack & The Bear;
Balto;folk
Tabah;indie
Jerry Fee ;
Marty Haggard;country
AJJ;folk punk
Jimmy Eat World;rock
Suicidal Tendencies;hardcore
Havok;thrash metal
Crowbar;Sludge
Priests;punk rock
Migos;Hip-Hop
Gabriel Ayala;classical guitar
Murs;Hip-Hop
Marty Haggard;country
New Years Day;female vocalists
Attila;deathcore
Cane Hill;metalcore
Bad Omens;metalcore
The Staves;folk
Mikaela Davis ;
Marty Haggard;country
George Thorogood & The Destroyers;blues rock
Against Me!;punk
Paul Anka;swing
Martha Redbone;Neo-Soul
Dead Meadow;Stoner Rock
Marty Haggard;country
Barefoot;jazz
Katastro;rock
Black Bottom Lighters;
BIJOU;rock
Ghastly;black metal
Ookay;trap
DeGrazia Spanish Guitar Band;
Marty Haggard;country
DJ Ideal;Hip-Hop
Marty Haggard;country
Geoff Tate;Progressive rock
Lil Wyte;rap
Whitney Rose;country
JC & Laney;
Hello Dollface;
The Romeros;punk rock
Terell Stafford ;
Pierce The Veil ;
Falling In Reverse;post-hardcore
Crown The Empire;post-hardcore
Atoms Fall;rock
The Drums;indie
Blackalicious;Hip-Hop
Alex Wiley;Hip-Hop
Tribal Seeds;reggae
The Drums;indie
Aloha Radio;indie
Nattali Rize & Notis;reggae
Raging Fyah;reggae
Jay Som;dream pop
Ryanhood;seen live
Amanda Perez;rnb
Cattle Decapitation;grindcore
Goatwhore;black metal
Allegaeon;Melodic Death Metal
Necromancing The Stone;heavy metal
X;punk
North;Post-Metal
Darkest Hour;metalcore
Rotten Sound;grindcore
Tombs;Sludge
Rivers of Nihil;Technical Death Metal
Ringworm;hardcore
Wand;seen live
Mega Bog;seen live
Hand Habits;bedroom
Sick Puppies;alternative rock
Devour The Day;alternative rock
Maszer;alternative
Adelitas Way;alternative rock
Manafest;rapcore
The Black Moods;Rock Music
Letters From The Fire;alternative rock
Rickie Lee Jones;female vocalists
Madeleine Peyroux;jazz
Vasudeva;post-rock
Dance Gavin Dance;post-hardcore
Chon;math rock
Eidola;post-hardcore
Portugal. The Man ;
HDBeenDope;
Katchafire;reggae
Pure Bathing Culture;dream pop
Allison Crutchfield;seen live
Vagabon;indie rock
Dirty Bourbon River Show;seen live
Steve Junot;
Jennifer Nettles;country
The Fab Four;seen live
Anders Osborne;blues
Jon Cleary;blues
Foundation Of Funk;
Rebirth Brass Band;New Orleans
Big Sam's Funky Nation;funk
Johnny Mathis;oldies
(Hed) P.E.;rapcore
Flaw;Nu Metal
Motograter;Nu Metal
Jermal Watson;
NGHTMRE;trap
The Chee Weez;
Vincent Marini;
Iron Reagan;crossover
Power Trip;crossover
Sista Otis;
Worx;electronic
Brass-A-Holics;
Leroy Jones;jazz
Sticky Fingers;australian
Galactic;funk
Rebirth Brass Band;New Orleans
Big Sam's Funky Nation;funk
MadLove;alternative rock
MainLine;metalcore
Henry Turner Jr. and Flavor;
Madison;heavy metal
Jon Langston;country
Adventure Club;dubstep
Krewella;dubstep
Pierce Fulton;dance
Bear Grillz;dubstep
Joyryde;House
Alan Walker;electronic
Borgore;dubstep
Buffalo;hard rock
MainLine;metalcore
George Porter Jr.;New Orleans
Johnny Vidacovich;seen live
Joe Krown Trio;
Eric Bloom;hard rock
The Soul Rebels;New Orleans
El Ten Eleven;post-rock
Funk Monkey;
Big Sam's Funky Nation;funk
Dumpstaphunk;funk
Corey Henry ;
Corey Henry's Treme Funktet;
DJ Scene;hip hop
Mannie Fresh;rap
Flow Tribe;considerably better live
LÉON;
Jacob Banks;soul
SKisM;dubstep
TrollPhace;dubstep
Trampa;dubstep
The Soul Rebels;New Orleans
Galactic;funk
Big Sam's Funky Nation;funk
The New Orleans Suspects;james brown
Tank and the Bangas;soul
Krewella;dubstep
Bear Grillz;dubstep
Alan Walker;electronic
Juvenile;rap
Mystikal;Hip-Hop
Kidd Love;
Marc Stone;
Marc Stone;
Steve Junot;
Priests;punk rock
Lena Prima;
The Max Allen Band;
Jamestown Revival ;
The Record Company;blues rock
Smooth Hound Smith;folk
Lost Elysium;hard rock
Jerry's Little Band;
Spookfloaters;
Sister Hazel;rock
Who's Bad;seen live
Jahman Brahman;Jam
ZZ Top;classic rock
Anthony Brown & group therAPy;
Jonathan McReynolds;gospel
Travis Greene;gospel
Get The Led Out;
Jack Ingram ;
Elise Davis;indie
My Yellow Rickshaw ;
Big Atomic;Southern Rock
Earphorik;
HYRYDER;
Jahman Brahman;Jam
Rockin' Horse Band;
Howard Brothers Band;blues
Lily & Madeleine;indie
Here Come the Mummies;funk
Noah Guthrie;youtube
Wild Adriatic;rock
Brantley Gilbert;country
Luke Combs;country
Tucker Beathard;
Brian Davis;Video Game Metal
The Verbs;rock
Ne-Hi;indie
Lil' Ed & The Blues Imperials;
The JiMiller Band;
Chris Botti;jazz
Columbus Symphony Orchestra;
Delbert McClinton;blues
Chris Dollar;
The Head and the Heart;folk
Whitney;seen live
Led Zeppelin 2;
Chief Keef;Hip-Hop
Kane Brown;country
Lanco;pop
The Misty Mountain String Band;folk
The Jenkins Twins;
HYRYDER;
Bad Dagger;
Calabash;dance
800 lb. Gorilla;
Cowgirl;alternative
Juvenile;rap
The Schwag;seen live
Old Shoe;
Allie Kral;
Savoy;norwegian
Vanessa Carlton;pop
Tristen;indie
The Tillers;seen live
Fantasia   ;
Charlie Wilson;rnb
Johnny Gill;rnb
Farmer Jason;kids
Kathy Mattea;country
Brandon Whyde;indie
Wood & Wire;
Wussy;indie rock
Abiyah;under 2000 listeners
MaybeLater;
Lake Street Dive;soul
Joey Dosik;soul
Action Jackson;synthwave
Lemi Vice;
Mickey Avalon;Hip-Hop
VON Strantz;
Decadent Nation;rock
The Royal Furs;
Fantasia   ;
Charlie Wilson;rnb
Johnny Gill;rnb
Shiver;Psychedelic Rock
Jeremiah Johnson Band;blues
Aaron Lewis;alternative rock
Pope;punk rock
Eli Young Band;country
Mad Libby;
Leslie Sanazaro;indie
Funky Butt Brass Band;under 100 listeners
Jeremiah Johnson Band;blues
Aaron Kamm and The One Drops;reggae
Rob Lemon;electro house
Mo Egeston;mo e all-stars
Colt Ford;country rap
Ravyn Lenae;rnb
Noname;Hip-Hop
Cash'd Out;seen live
Youth In Revolt;post-hardcore
Reverie;black metal
Stef Chura;seen live
Vasudeva;post-rock
Dance Gavin Dance;post-hardcore
Chon;math rock
Eidola;post-hardcore
Emily Wallace;
The Sleepy Rubies;
The Record Company;blues rock
Smooth Hound Smith;folk
Mirah;indie
Sammy Adams;Hip-Hop
Funky Butt Brass Band;under 100 listeners
Shovels & Rope;seen live
John Moreland;Alt-country
Fireside Collective;
Aaron Lee Tasjan;Alt-country
St. Paul and The Broken Bones;soul
Davina & The Vagabonds;
Corey Smith;folk rock
Lotus;electronic
Pigeons Playing Ping Pong;funk
Tift Merritt;Alt-country
Sera Cahoone;folk
Sister Hazel;rock
Fireside Collective;
Wide Awake;hardcore
Shapist;metalcore
Diarrhea Planet;punk
Lee Brice;country
Justin Moore;country
William Michael Morgan;country
The Schwag;seen live
G Jones;trap
Aaron Kamm and The One Drops;reggae
SuperJam;
Jonathan Richman;indie
The Lox;rap
Dear Tatiana;
Sierra Hull;bluegrass
Canaan Smith;country
Scene of Irony;I think I peed a little
Bullseye Womprats;
Jake's Leg;
Devendra Banhart;folk
H. Hawkline;psychedelic
Big Gigantic;electronic
Brasstracks;
Eisley;indie
Paper Route;indie
Matt Pryor (Get Up Kids);
Dan Andriano In The Emergency Room;acoustic
Daye Jack;Hip-Hop
Sticky Fingers;australian
K.Flay;Hip-Hop
Stephen Lynch;comedy
Muddy Magnolias;soul
Devendra Banhart;folk
H. Hawkline;psychedelic
Al Smith;blues
Gregg Erwin;
McLovins;seen live
Candlebox;Grunge
The Griswolds;indie
Robert Ellis ;
Lost Elysium;hard rock
Elizabeth Cook;country
Quaker City Night Hawks;Southern Rock
The Cadillac Three;USA
Us The Duo;Soundtrack
Hailey Knox;pop
Cosmic Charlie;
Project Pat;rap
Juicy J;Hip-Hop
Belly;alternative
Joe Buck Yourself;cowpunk
Gregg Erwin;
Dierks Bentley ;
Cole Swindell;country
Jon Pardi;country
Cayetana;indie rock
Mikey Erg;seen live
Sick Of It All;hardcore
Lemuria;pop punk
Colin Hay;acoustic
Tab Benoit;blues
Col. Bruce Hampton;40watt Club
(Hed) P.E.;rapcore
Flaw;Nu Metal
Motograter;Nu Metal
Brent Cobb;country
Nikki Lane;country
Jonathan Tyler;rock
BoomBox;funk
Marvel Years;electronic
Trademark;pop
Zydefunk;
Blair Crimmins and The Hookers;jazz
Jon Stickley Trio;jazz
Banditos;Hardtek
The Orange Constant;
Little Bird;House
Morning Fatty;reggae
Martina McBride ;country
Lauren Alaina;country
The FA-Q Alliance;
Colin Hay;acoustic
Polyphia;Progressive metal
Pepper;reggae
Less Than Jake;ska
Set Your Goals;pop punk
Can't Swim;pop punk
Hard Luck And Trouble;
Righteous Vendetta;metalcore
Loudon Wainwright III;folk
Peter Bradley Adams;singer-songwriter
Tab Benoit;blues
Cody Webb;country
Powers;pop
Manila Killa;mashup
Louis The Child;electronic

